% Model:              gan_lamb_eigen.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 20 2024, 11:04
% Table:              Eigenfrequencies (Study 1) 1 - 
% pitch (m)                                       Eigenfrequency (Hz)                               Angular frequency (rad/s)                         Damping ratio (1)                                 Quality factor (1)
2.6999999999999996E-6                             2.785594799694645E9+6963943.474860553i            1.7502408317197254E10+4.375574732127298E7i        0.00249997656287792                               200.0018749873441
2.6999999999999996E-6                             3.281702048294122E9+8204203.844778305i            2.0619542092382782E10+5.1548533054617316E7i       0.002499976562877361                              200.00187498738882
2.6999999999999996E-6                             3.2902491491769395E9+8225571.463438197i           2.067324511106868E10+5.168278976223057E7i         0.002499976562877252                              200.00187498739757
2.6999999999999996E-6                             3.517964328155171E9+8794855.852881905i            2.2104021777846474E10+5.525970907358997E7i        0.0024999765628782723                             200.00187498731592
2.6999999999999996E-6                             3.5206075122718163E9+8801463.77187285i            2.212062939345235E10+5.530122785310491E7i         0.0024999765628778655                             200.0018749873485
2.6999999999999996E-6                             3.596092228115571E9+8990174.382048452i            2.2594913850958458E10+5.6486931586269155E7i       0.002499976562877921                              200.00187498734405
2.6999999999999996E-6                             3.600519499821183E9+9001242.49213592i             2.262273121949005E10+5.655647457294897E7i         0.0024999765628775585                             200.00187498737304
2.6999999999999996E-6                             3.7191018455950713E9+9297696.50374569i            2.3367806072147434E10+5.8419150062949926E7i       0.002499976562877866                              200.00187498734846
2.6999999999999996E-6                             3.726898185922759E9+9317187.23274786i             2.3416791923144135E10+5.8541613925042585E7i       0.0024999765628776647                             200.00187498736454
2.6999999999999996E-6                             3.729781019656963E9+9324394.272042077i            2.3434905301705925E10+5.858689708844427E7i        0.002499976562878315                              200.00187498731256
2.6999999999999996E-6                             3.738747042545967E9+9346809.189170936i            2.349124048498595E10+5.872773416640997E7i         0.0024999765628779683                             200.00187498734027
2.6999999999999996E-6                             3.772027258358203E9+9430009.20870628i             2.3700346247997158E10+5.9250495306711495E7i       0.0024999765628784037                             200.00187498730543
